expenditure_date,committee_name,expense_category,payee_name,address,payee_type,amount,expense_purpose
2022-05-09,Moore Miller For Maryland Slate,Media,SKDK,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,Business/Group/Organization,4542.16,Radio
2022-05-16,Moore Miller For Maryland Slate,Media,SKDK,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,Business/Group/Organization,114523.01,TV
2022-05-16,Moore Miller For Maryland Slate,Media,SKDK,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,Business/Group/Organization,4542.16,Radio
2022-05-16,Moore Miller For Maryland Slate,Media,SKDK,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,Business/Group/Organization,10816.24,Online Advertising
2022-05-20,Moore Miller For Maryland Slate,Media,SKDK,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,Business/Group/Organization,127073,TV
2022-05-20,Moore Miller For Maryland Slate,Media,SKDK,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,Business/Group/Organization,4542.16,Radio
2022-05-23,Moore Miller For Maryland Slate,Media,SKDK,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,Business/Group/Organization,3760,Radio
2022-05-25,Moore Miller For Maryland Slate,Media,SKDK,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,Business/Group/Organization,167774.68,TV
2022-05-25,Moore Miller For Maryland Slate,Media,SKDK,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,Business/Group/Organization,12062.16,Radio
2022-06-06,Moore Miller For Maryland Slate,Media,SKDK,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,Business/Group/Organization,79082.48,TV
2022-06-06,Moore Miller For Maryland Slate,Media,SKDK,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,Business/Group/Organization,3915.1,Radio
2022-02-26,Ellenby  Jay Friends of,Media,Mid Atlantic Photographic,401 East Ring Factory Road  Bel Air  Maryland 21014,Business/Group/Organization,750,Videos
2022-05-06,Ellenby  Jay Friends of,Media,Bel Air Recreation Counsel,3214 Sandy Hood Road  Street  Maryland 21154,Business/Group/Organization,300,Book/Brochure Advertising
2022-05-06,Ellenby  Jay Friends of,Media,The Harford Center,4 N Earlton Road  Havre De Grace  Maryland 21078,Business/Group/Organization,300,Billboards / Outdoor Advertising
2022-05-06,Ellenby  Jay Friends of,Media,Harford County Chamber Foundation,108 S Main Street  Bel Air  Maryland 21014,Business/Group/Organization,250,Billboards / Outdoor Advertising
2022-05-15,Ellenby  Jay Friends of,Media,Harford Community College Foundation,401 Thomas Run Road  Bel Air  Maryland 21015,Business/Group/Organization,300,Billboards / Outdoor Advertising
2022-05-25,Mason (Jonathan) for Maryland,Media,Simple Texting,1815 Purdy Avenue  Miami Beach  Florida 33139,Business/Group/Organization,53.1,Phones / Robo calls
2022-04-25,Mason (Jonathan) for Maryland,Media,Simple Texting,1815 Purdy Avenue  Miami Beach  Florida 33139,Business/Group/Organization,53.1,Phones / Robo calls
2022-04-22,Mason (Jonathan) for Maryland,Media,ClassicPlus,95 Monocacy Blvd B-20  Frederick  Maryland 21701,Business/Group/Organization,166.16,Online Advertising
2022-04-19,Perez and Sneed for Maryland Slate,Media,Declaration Media  LLC,18 Buist Ave  Greenville  South Carolina 29609,Business/Group/Organization,15370,Consulting Fees - General
2022-04-19,Perez and Sneed for Maryland Slate,Media,Financial Innovations  Inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,Business/Group/Organization,224.75,Media - Website Development
2022-04-27,Perez and Sneed for Maryland Slate,Media,Financial Innovations  Inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,Business/Group/Organization,54.3,Media - Website Development
2022-05-16,Perez and Sneed for Maryland Slate,Media,GMMB  Inc.,3050 K St NW  Ste 100  Washington  District Of Columbia 20007,Business/Group/Organization,202247,TV
2022-05-23,Perez and Sneed for Maryland Slate,Media,GMMB  Inc.,3050 K St NW  Ste 100  Washington  District Of Columbia 20007,Business/Group/Organization,204247,TV
2022-05-26,Perez and Sneed for Maryland Slate,Media,GMMB  Inc.,3050 K St NW  Ste 100  Washington  District Of Columbia 20007,Business/Group/Organization,204247,TV
2022-06-06,Perez and Sneed for Maryland Slate,Media,GMMB  Inc.,3050 K St NW  Ste 100  Washington  District Of Columbia 20007,Business/Group/Organization,40000,TV
2022-04-19,Perez and Sneed for Maryland Slate,Media,Maryland Jewish Media  LLC,3600 CLIPPER MILL RD  BALTIMORE  Maryland 21211,Business/Group/Organization,775,Online Advertising
2022-05-14,Adams  (Scott) For Sheriff,Media,Apple Outdoor Advertising,950 smile way  york  Pennsylvania 17404,Business/Group/Organization,1530,Billboards / Outdoor Advertising
2022-05-20,Adams  (Scott) For Sheriff,Media,Apple Outdoor Advertising,950 smile way  york  Pennsylvania 17404,Business/Group/Organization,1200,Billboards / Outdoor Advertising
2022-05-27,Adams  (Scott) For Sheriff,Media,Cecil County Sports Blog,79 WILLIAMS LANE  CONOWINGO  Maryland 21918,Business/Group/Organization,250,Newspaper
2022-05-27,Adams  (Scott) For Sheriff,Media,Apple Outdoor Advertising,950 smile way  york  Pennsylvania 17404,Business/Group/Organization,174,Billboards / Outdoor Advertising
2022-05-27,Adams  (Scott) For Sheriff,Media,Eastern Outdoor Advertising,7115 Rockridge Road  Baltimore  Maryland 21207,Business/Group/Organization,2700,Billboards / Outdoor Advertising
2022-01-24,House Democratic Caucus Committee  Maryland,Media,Adobe Systems,345 Park Ave  San Jose  California 95110,Business/Group/Organization,22.25,Graphic Design
2022-01-24,House Democratic Caucus Committee  Maryland,Media,Adobe Systems,345 Park Ave  San Jose  California 95110,Business/Group/Organization,22.25,Graphic Design
2022-01-24,House Democratic Caucus Committee  Maryland,Media,Adobe Systems,345 Park Ave  San Jose  California 95110,Business/Group/Organization,22.25,Graphic Design
2022-02-03,House Democratic Caucus Committee  Maryland,Media,Wix.com  Inc.,100 Gansevoort St  New York City  New York 10014,Business/Group/Organization,72,Media - Website Development
2022-03-01,House Democratic Caucus Committee  Maryland,Media,1880 Strategies  LLC,1800 J Street  Sacramento  California 95811,Business/Group/Organization,1750,Phones / Robo calls
2022-03-23,House Democratic Caucus Committee  Maryland,Media,Simple Texting  LLC,1815 Purdy Ave.  Miami Beach  Florida 33139,Business/Group/Organization,0.38,Phones / Robo calls
2022-03-23,House Democratic Caucus Committee  Maryland,Media,Simple Texting  LLC,1815 Purdy Ave.  Miami Beach  Florida 33139,Business/Group/Organization,30.74,Phones / Robo calls
2022-06-02,House Democratic Caucus Committee  Maryland,Media,Blue Nation Strategies  LLC,5900 Harwick Road  Bethesda  Maryland 20816,Business/Group/Organization,7500,Videos
2022-06-06,House Democratic Caucus Committee  Maryland,Media,Canva,200 East 6th Street  Austin  Texas 78701,Business/Group/Organization,119.99,Graphic Design
2021-07-06,Jackson  Carl Citizens for,Media,Three 21 Solutions,3607 1/2 seven mile  Baltimore  Maryland 21208,Business/Group/Organization,337.5,Media - Website Development
2021-07-26,Jackson  Carl Citizens for,Media,Wix.com LTD,40 Namel Tel  Aviv  ISRAEL,Business/Group/Organization,33.75,Media - Website Development
2021-07-26,Jackson  Carl Citizens for,Media,Wix.com LTD,40 Namel Tel  Aviv  ISRAEL,Business/Group/Organization,47.88,Media - Website Development
2021-07-26,Jackson  Carl Citizens for,Media,Wix.com LTD,40 Namel Tel  Aviv  ISRAEL,Business/Group/Organization,174,Media - Website Development
2021-08-03,Jackson  Carl Citizens for,Media,AVD Virtual Tours,3607 1/2 Seven Mile Ln  Baltimore  Maryland 21208,Business/Group/Organization,450,Media - Website Development
2021-08-05,Jackson  Carl Citizens for,Media,Three 21 Solutions,3607 1/2 seven mile  Baltimore  Maryland 21208,Business/Group/Organization,637.5,Media - Website Development
2021-08-05,Jackson  Carl Citizens for,Media,Wix.com LTD,40 Namel Tel  Aviv  ISRAEL,Business/Group/Organization,60,Media - Website Development
2021-08-10,Jackson  Carl Citizens for,Media,Nick London,223 W 29th St  Floor 1  Baltimore  Baltimore City  Maryland 21211,Individual,600,Consulting Fees - General
2022-04-11,McIntosh  Angela Citizens for,Media,Vista Print,275 Wyman Street  Waltham  Massachusetts 02451,Business/Group/Organization,184.64,Book/Brochure Advertising
2021-11-02,Jackson  Carl Citizens for,Media,Terrell Boston-Smith,111 W. Centre Street  baltimore  Baltimore City  Maryland 21201,Individual,650,Consulting Fees - Media
2022-07-15,Boniface  Billy Friends Of,Media,Hearst- WBAL Radio,3800 Hooper Avenue  Baltimore  Maryland 21211,Business/Group/Organization,1500,Radio
2022-05-18,Lierman  Brooke for Maryland,Media,Blueprint Interactive,2307 N. Trenton Street  Arlington  Virginia 22207,Business/Group/Organization,5000,Consulting Fees - General
2022-06-15,Taylor  Kym Friends for,Media,Metrica C Brown,6812 Brown Wood Road  Upper Marlboro  Maryland 20772,Individual,3250,Graphic Design
2022-07-10,Boniface  Billy Friends Of,Media,Texting for Less,354 State Street  Suite 104  Hackensack  New Jersey 07601,Business/Group/Organization,1341.78,Phones / Robo calls
2022-07-21,Boniface  Billy Friends Of,Media,Texting for Less,354 State Street  Suite 104  Hackensack  New Jersey 07601,Business/Group/Organization,1237.3,Phones / Robo calls
2022-07-21,Boniface  Billy Friends Of,Media,MidAtlantic Photographic  LLC,401 East Ring Factory Road  Bel Air  Maryland 21014,Business/Group/Organization,1875,Videos
2022-06-16,Boniface  Billy Friends Of,Media,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500,Online Advertising
2022-06-27,Boniface  Billy Friends Of,Media,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500,Online Advertising
2022-06-30,Boniface  Billy Friends Of,Media,Sonipak Design & Marketing,4106 Belle Farm Court  Pylesville  Maryland 21132,Business/Group/Organization,6600,Graphic Design
2022-07-01,Boniface  Billy Friends Of,Media,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Online Advertising
2022-01-18,Lierman  Brooke for Maryland,Media,Blueprint Interactive,2307 N. Trenton Street  Arlington  Virginia 22207,Business/Group/Organization,5000,Consulting Fees - General
2022-05-04,Lierman  Brooke for Maryland,Media,Blueprint Interactive,2307 N. Trenton Street  Arlington  Virginia 22207,Business/Group/Organization,1000,Consulting Fees - General
2022-05-31,Lierman  Brooke for Maryland,Media,Screen Strategies Media,11150 Fairfax Boulevard  Suite 505  Fairfax  Virginia 22030,Business/Group/Organization,321445,TV
2022-02-08,Lierman  Brooke for Maryland,Media,Dr. Martin Luther King  Jr. Committee,PO Box 371  Annapolis  Maryland 21404,Business/Group/Organization,300,Book/Brochure Advertising
2022-01-24,Lierman  Brooke for Maryland,Media,Blueprint Interactive,2307 N. Trenton Street  Arlington  Virginia 22207,Business/Group/Organization,3500,Consulting Fees - General
2022-02-07,Lierman  Brooke for Maryland,Media,Blueprint Interactive,2307 N. Trenton Street  Arlington  Virginia 22207,Business/Group/Organization,3500,Consulting Fees - General
2022-03-11,Lierman  Brooke for Maryland,Media,Blueprint Interactive,2307 N. Trenton Street  Arlington  Virginia 22207,Business/Group/Organization,3500,Consulting Fees - General
2022-04-05,Lierman  Brooke for Maryland,Media,Blueprint Interactive,2307 N. Trenton Street  Arlington  Virginia 22207,Business/Group/Organization,3500,Consulting Fees - Media
2022-06-09,Boniface  Billy Friends Of,Media,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500,Online Advertising
2022-06-21,Frosh  (Brian) Citizens For,Media,Hilltop Public Solutions,3000 K St NW  Ste 320  Washington  District Of Columbia 20007,Business/Group/Organization,120.78,Media - Website Development
2022-05-11,Cardin  Jon Committee to Elect,Media,Maryland Jewish Media  LLC,3600 Clipper Mill Road  #300  Baltimore  Maryland 21211,Business/Group/Organization,775,Online Advertising
2022-07-01,Rivera-Oven  Marko Friends of,Media,Doyle Printing,5206 46th Ave  Hyattsville  Maryland 20781,Business/Group/Organization,207.45,Media - Website Development
2022-06-22,Taveras  Deni Friends of,Media,Mark Weiss Associates,7101 Wisconsin Avenue  SUITE 1114  Bethesda  Maryland 20814,Business/Group/Organization,1075.29,Billboards / Outdoor Advertising
2022-06-23,Taveras  Deni Friends of,Media,Suncar Media LLC,717 Hollywood Ave  Silver Spring  Maryland 20904,Business/Group/Organization,5000,Online Advertising
2022-04-22,Taylor  Sallie B. Friends of,Media,SALLIE BLOOMFIELD  TAYLOR,1260 Guilford Road  Eldersburg  Maryland 21784-8863,Self (Candidate),20.14,Media - Website Development
2022-05-18,Taylor  Sallie B. Friends of,Media,SALLIE BLOOMFIELD  TAYLOR,1260 Guilford Road  Eldersburg  Maryland 21784-8863,Self (Candidate),30.74,Media - Website Development
2022-05-18,Taylor  Sallie B. Friends of,Media,SALLIE BLOOMFIELD  TAYLOR,1260 Guilford Road  Eldersburg  Maryland 21784-8863,Self (Candidate),20.14,Media - Website Development
2022-06-17,Thrasher  Tarolyn Campaign,Media,WIX,40 Namal Tel Aviv Street  Tel Aviv  LATVIA,Business/Group/Organization,6,Online Advertising
2022-03-16,Lazo  Omar Friends of,Media,Squarespace  Inc,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,33.92,Media - Website Development
2022-04-04,Lazo  Omar Friends of,Media,Zoom Video Communications  Inc.,55 Almaden Blvd  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2022-04-18,Lazo  Omar Friends of,Media,Squarespace  Inc,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,33.92,Media - Website Development
2022-04-30,Lazo  Omar Friends of,Media,Facebook  INC,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,449.97,Online Advertising
2022-01-18,Lazo  Omar Friends of,Media,Squarespace  Inc,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,33.92,Media - Website Development
2022-02-03,Lazo  Omar Friends of,Media,Zoom Video Communications  Inc.,55 Almaden Blvd  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2022-02-16,Lazo  Omar Friends of,Media,Squarespace  Inc,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,33.92,Media - Website Development
2022-03-04,Lazo  Omar Friends of,Media,Zoom Video Communications  Inc.,55 Almaden Blvd  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2022-02-28,Lazo  Omar Friends of,Media,Facebook  INC,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,89,Online Advertising
2022-03-31,Lazo  Omar Friends of,Media,Facebook  INC,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,206.95,Online Advertising
2022-05-03,Lazo  Omar Friends of,Media,Zoom Video Communications  Inc.,55 Almaden Blvd  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2022-05-10,Lazo  Omar Friends of,Media,Facebook  INC,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,77.78,Online Advertising
2022-05-16,Lazo  Omar Friends of,Media,Squarespace  Inc,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,33.92,Media - Website Development
2022-05-20,Lazo  Omar Friends of,Media,Productions A&M,423 Christopher Ave  Gaithersburg  Maryland 20879,Business/Group/Organization,600,Online Advertising
2022-06-01,Lazo  Omar Friends of,Media,Facebook  INC,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,250,Online Advertising
2022-06-06,Lazo  Omar Friends of,Media,PZ Video Productions  Inc.,11505 Nairn Farmhouse Ct  Wheaton  Maryland 20902,Business/Group/Organization,3750,Videos
2022-03-14,Schulz  Kelly For Governor,Media,Rivet Strategies LLC,204 37th Ave. N #439  St. Petersburg  Florida 33704,Business/Group/Organization,1204.95,Newspaper
2022-05-26,Schulz  Kelly For Governor,Media,Red Maverick Media LLC,1426 N. 3rd St.  Ste. 310  Harrisburg  Pennsylvania 17102,Business/Group/Organization,2192,Online Advertising
2022-01-26,Schulz  Kelly For Governor,Media,Red Maverick Media LLC,1426 N. 3rd St.  Ste. 310  Harrisburg  Pennsylvania 17102,Business/Group/Organization,4333,Online Advertising
2022-05-06,Schulz  Kelly For Governor,Media,Lfd Strategies LLC,14 Pine Ledge Dr.  Scarborough  Maine 04074,Business/Group/Organization,5000,Online Advertising
2022-04-06,Perez  Tom for Maryland,Media,WJW Media Group,11900 Parklawn Dr  Rockville  Maryland 20852,Business/Group/Organization,1275,Online Advertising
2022-04-06,Perez  Tom for Maryland,Media,WJW Media Group,11900 Parklawn Dr  Rockville  Maryland 20852,Business/Group/Organization,1275,Online Advertising
2022-05-29,Hatcher  Regg J. Elect,Media,Regg Jason  Hatcher,10813 Will Painter Dr  Owings Mills  Maryland 21117,Self (Candidate),1325,Radio
2022-06-01,Hatcher  Regg J. Elect,Media,Regg Jason  Hatcher,10813 Will Painter Dr  Owings Mills  Maryland 21117,Self (Candidate),1000,Online Advertising
2022-06-01,Hatcher  Regg J. Elect,Media,Regg Jason  Hatcher,10813 Will Painter Dr  Owings Mills  Maryland 21117,Self (Candidate),500,Online Advertising
2022-05-06,Schulz  Kelly For Governor,Media,Lfd Strategies LLC,14 Pine Ledge Dr.  Scarborough  Maine 04074,Business/Group/Organization,9000,Consulting Fees - Media
2022-02-25,Schulz  Kelly For Governor,Media,Flexpoint Media Inc.,P.O. Box 1051  New Albany  Ohio 43054,Business/Group/Organization,10049.38,TV
2022-03-14,Schulz  Kelly For Governor,Media,Red Maverick Media LLC,1426 N. 3rd St.  Ste. 310  Harrisburg  Pennsylvania 17102,Business/Group/Organization,10081.82,Online Advertising
2022-05-06,Schulz  Kelly For Governor,Media,Red Maverick Media LLC,1426 N. 3rd St.  Ste. 310  Harrisburg  Pennsylvania 17102,Business/Group/Organization,14080,Online Advertising
2022-05-06,Schulz  Kelly For Governor,Media,Red Maverick Media LLC,1426 N. 3rd St.  Ste. 310  Harrisburg  Pennsylvania 17102,Business/Group/Organization,18000,Online Advertising
2022-02-25,Schulz  Kelly For Governor,Media,Flexpoint Media Inc.,P.O. Box 1051  New Albany  Ohio 43054,Business/Group/Organization,42301.1,TV
2022-05-26,Schulz  Kelly For Governor,Media,Flexpoint Media Inc.,P.O. Box 1051  New Albany  Ohio 43054,Business/Group/Organization,88521,TV
2022-05-06,Schulz  Kelly For Governor,Media,Flexpoint Media Inc.,P.O. Box 1051  New Albany  Ohio 43054,Business/Group/Organization,323540,TV
2022-02-11,Perez  Tom for Maryland,Media,ALG Polling  Inc.,260 Commerce St  Fl 4  Montgomery  Alabama 36104,Business/Group/Organization,38500,Survey/Polls
2022-01-24,Perez  Tom for Maryland,Media,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,47250,Online Advertising
2022-01-27,Perez  Tom for Maryland,Media,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,36000,Online Advertising
2022-02-01,Perez  Tom for Maryland,Media,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,500,Online Advertising
2022-02-08,Perez  Tom for Maryland,Media,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,500,Online Advertising
2022-02-11,Perez  Tom for Maryland,Media,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,38250,Online Advertising
2022-02-18,Perez  Tom for Maryland,Media,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,36000,Online Advertising
2022-03-11,Perez  Tom for Maryland,Media,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,4850,Online Advertising
2022-01-18,Perez  Tom for Maryland,Media,Financial Innovations  Inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,Business/Group/Organization,376.61,Media - Website Development
2022-04-27,Perez  Tom for Maryland,Media,Financial Innovations  Inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,Business/Group/Organization,1169.37,Media - Website Development
2022-05-12,Patoka  Izzy Friends of,Media,JMORE,3600 Clipper MIll Rd. #300  Baltimore  Maryland 21211,Business/Group/Organization,575,Newspaper
2022-04-11,Patoka  Izzy Friends of,Media,Meta Platforms Inc.,1 Hacker Way  Menlow Park  California 94025,Business/Group/Organization,14.09,Online Advertising
2022-05-11,Patoka  Izzy Friends of,Media,Meta Platforms Inc.,1 Hacker Way  Menlow Park  California 94025,Business/Group/Organization,715.17,Online Advertising
2022-06-02,Patoka  Izzy Friends of,Media,Meta Platforms Inc.,1 Hacker Way  Menlow Park  California 94025,Business/Group/Organization,750,Online Advertising
2022-03-08,Porter  Phylicia Friends for,Media,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,27.56,Media - Website Development
2022-03-11,Sneed  Shannon For Maryland,Media,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,4850,Online Advertising
2022-06-13,Thrasher  Tarolyn Campaign,Media,Streamyard,2810 North Church Street  Wilmington  Delaware 19802,Business/Group/Organization,25,Online Advertising
2022-06-06,Davis  Adrienne Citizens for,Media,Vistaprint,275 Wyman St  Waltham  Massachusetts 02451,Business/Group/Organization,203.85,Book/Brochure Advertising
2022-05-24,Elfreth  Sarah Friends of,Media,Canva Inc.,2 Lacey St 2010  Surry Hills  AUSTRALIA,Business/Group/Organization,119.4,Graphic Design
2022-04-20,Salling   Johnny Ray Friends of,Media,Dundalk Eagle Newspaper,PO Box 600  Easton  Maryland 21601,Business/Group/Organization,300,Newspaper
2022-04-14,Salling   Johnny Ray Friends of,Media,Dundalk Eagle Newspaper,PO Box 600  Easton  Maryland 21601,Business/Group/Organization,300,Newspaper
2022-03-05,Keefer  Wayne Citizens for,Media,The Hancock News,263 Pennsylvania Avenue  Hagerstown  Maryland 21750,Business/Group/Organization,32,Newspaper
2022-02-15,Keefer  Wayne Citizens for,Media,The Hancock News,263 Pennsylvania Avenue  Hagerstown  Maryland 21750,Business/Group/Organization,32,Newspaper
2022-05-23,Keefer  Wayne Citizens for,Media,HighRock,20140 Scholar Drive  Suite 316 Box 52  Hagerstown  Maryland 21742,Business/Group/Organization,650,Graphic Design
2022-05-18,Watson  Ron Friends of,Media,SurveyMonkey,One Curiosity Way  San Mateo  California 94403,Business/Group/Organization,1335.6,Survey/Polls
2022-06-06,Watson  Ron Friends of,Media,El Toro,552 E. Market Street  4th floor  Louisville  Kentucky 40202,Business/Group/Organization,3000,Online Advertising
2022-04-08,Watson  Ron Friends of,Media,100 Black Men of PG County,9103 Woodmore Center Drive  Suite 361  Lanham  Maryland 20706,Business/Group/Organization,1000,Book/Brochure Advertising
2022-05-02,Watson  Ron Friends of,Media,Facebook,1601 Willow Rd  Menlo Park  California 94025-1452,Business/Group/Organization,1248.91,Online Advertising
2022-06-02,Baron  Jon (Jonathan) for Maryland,Media,BerlinRosen,1620 L St NW  Ste 300A  Washington  District Of Columbia 20036,Business/Group/Organization,30276.09,Videos
2022-05-17,Baron  Jon (Jonathan) for Maryland,Media,DMVRAPS  LLC,6915 Laurel Bowie Rd  Ste 205D  Bowie  Maryland 20715,Business/Group/Organization,70,Consulting Fees - Media
2022-04-20,Baron  Jon (Jonathan) for Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Online Advertising
2022-04-21,Baron  Jon (Jonathan) for Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,70,Online Advertising
2022-04-22,Baron  Jon (Jonathan) for Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,85,Online Advertising
2022-04-25,Baron  Jon (Jonathan) for Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,275,Online Advertising
2022-04-26,Baron  Jon (Jonathan) for Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,175,Online Advertising
2022-04-27,Baron  Jon (Jonathan) for Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Online Advertising
2022-04-29,Baron  Jon (Jonathan) for Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,400,Online Advertising
2022-04-12,Baron  Jon (Jonathan) for Maryland,Media,Pond5,251 Park Ave S  Fl 7  New York  New York 10010,Business/Group/Organization,39.95,Online Advertising
2022-05-04,Baron  Jon (Jonathan) for Maryland,Media,Pond5,251 Park Ave S  Fl 7  New York  New York 10010,Business/Group/Organization,44,Online Advertising
2022-05-16,Baron  Jon (Jonathan) for Maryland,Media,Simply Bowie Publication,15312 ELLIPSE Ter  Bowie  Maryland 20715,Business/Group/Organization,2100,Newspaper
2022-06-04,Baron  Jon (Jonathan) for Maryland,Media,The Elliott Group,22 18th St SE  Washington  District Of Columbia 20003,Business/Group/Organization,318.2,Phones / Robo calls
2022-01-18,Wicomico County Democratic Central Committee,Media,Google Domain,1600 Amphitheatre Parkway  Mountian View  California 94043,Business/Group/Organization,6.36,Media - Website Development
2022-02-16,Wicomico County Democratic Central Committee,Media,Google Domain,1600 Amphitheatre Parkway  Mountian View  California 94043,Business/Group/Organization,6.36,Media - Website Development
2022-03-16,Wicomico County Democratic Central Committee,Media,Google Domain,1600 Amphitheatre Parkway  Mountian View  California 94043,Business/Group/Organization,6.36,Media - Website Development
2022-04-18,Wicomico County Democratic Central Committee,Media,Google Domain,1600 Amphitheatre Parkway  Mountian View  California 94043,Business/Group/Organization,6.36,Media - Website Development
2022-05-16,Wicomico County Democratic Central Committee,Media,Google Domain,1600 Amphitheatre Parkway  Mountian View  California 94043,Business/Group/Organization,6.36,Media - Website Development
2022-05-10,Wicomico County Democratic Central Committee,Media,Vantiv eCommerce,"8500 Governor""s Hills Drive  Cincinnati  Ohio 45249",Business/Group/Organization,9.31,Media - Website Development
2022-01-24,Andrews  Vincent Friends of,Media,Mailchimp c/o The Rocket Science Group  LLC,675 Ponce de Leon Ave NE Suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,55.11,Media - Website Development
2022-02-02,Andrews  Vincent Friends of,Media,Google  LLC,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,100.92,Media - Website Development
2022-06-01,Schleifer  Yitzchok Vote,Media,Steve Levin Advertising,7117 Boxford Rd  Baltimore  Maryland 21215,Business/Group/Organization,115,Videos
2022-06-01,Schleifer  Yitzchok Vote,Media,Steve Levin Advertising,7117 Boxford Rd  Baltimore  Maryland 21215,Business/Group/Organization,115,Videos
2022-04-18,Porter  Phylicia Friends for,Media,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,12.72,Media - Website Development
2022-04-25,Porter  Phylicia Friends for,Media,Canva,2/2 Lacey St  Surry Hills  AUSTRALIA,Business/Group/Organization,12.95,Graphic Design
2022-05-02,Porter  Phylicia Friends for,Media,Mail Chimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,53,Online Advertising
2022-01-18,Porter  Phylicia Friends for,Media,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,12.72,Media - Website Development
2022-01-25,Porter  Phylicia Friends for,Media,Canva,2/2 Lacey St  Surry Hills  AUSTRALIA,Business/Group/Organization,12.95,Graphic Design
2022-01-31,Porter  Phylicia Friends for,Media,Calendy,271 17th St NW  Atlanta  Georgia 30362,Business/Group/Organization,15.9,Media - Website Development
2022-03-18,Porter  Phylicia Friends for,Media,Mail Chimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,53,Media - Website Development
